2016-07-01,214,1,,,
2016-07-01,214,1,1,,
2016-07-02,214,1,1,1,
2016-07-02,214,1,1,1,1
2016-07-03,214,1,1,1,1
2016-07-03,214,1,1,1,1
2016-07-04,214,1,1,1,1
2016-07-04,214,1,1,1,1
2016-07-04,214,1,1,1,1
2016-07-04,214,1,1,1,1
2016-07-05,214,1,1,1,1
2016-07-05,214,1,1,1,1
2016-07-06,214,1,1,1,1
2016-07-09,214,1,1,1,1
2016-07-13,214,1,1,1,1
2016-07-13,214,1,1,1,1
2016-07-13,214,1,1,1,1
2016-07-14,214,1,1,1,1
2016-07-14,214,1,1,1,1
2016-07-14,214,1,1,1,1
2016-07-14,214,1,1,1,1
2016-07-15,214,1,1,1,1
2016-07-16,214,1,1,1,1
2016-07-16,214,1,1,1,1
2016-07-16,214,1,1,1,1
2016-07-16,214,1,1,1,1
2016-07-17,214,1,1,1,1
2016-07-17,214,1,1,1,1
2016-07-21,214,1,1,1,1
2016-07-21,214,1,1,1,1
2016-07-23,214,1,1,1,1
2016-07-23,214,1,1,1,1
2016-07-24,214,1,1,1,1
2016-07-24,214,1,1,1,1
2016-07-24,214,1,1,1,1
2016-07-25,214,1,1,1,1
2016-07-26,214,1,1,1,1
2016-07-26,214,1,1,1,1
2016-07-26,214,1,1,1,1
2016-07-27,214,1,1,1,1
2016-07-28,214,1,1,1,1
2016-07-29,214,1,1,1,1
2016-07-29,214,1,1,1,1
2016-07-31,214,1,1,1,1
2016-07-31,214,1,1,1,1
2016-07-31,214,1,1,1,1
2016-07-31,214,1,1,1,1
2016-08-01,214,1,1,1,1
2016-08-01,214,1,1,1,1
2016-08-01,214,1,1,1,1
2016-08-01,214,1,1,1,1
2016-08-02,214,1,1,1,1
2016-08-02,214,1,1,1,1
2016-08-02,214,1,1,1,1
2016-08-02,214,1,1,1,1
2016-08-02,214,1,1,1,1
2016-08-02,214,1,1,1,1
2016-08-02,214,1,1,1,1
2016-08-03,214,1,1,1,1
2016-08-03,214,1,1,1,1
2016-08-03,214,1,1,1,1
2016-08-03,214,1,1,1,1
2016-08-04,214,1,1,1,1
2016-08-04,214,1,1,1,1
2016-08-05,214,1,1,1,1
2016-08-05,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-06,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-07,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-08,214,1,1,1,1
2016-08-09,214,1,1,1,1
2016-08-09,214,1,1,1,1
2016-08-09,214,1,1,1,1
2016-08-09,214,1,1,1,1
2016-08-10,214,1,1,1,1
2016-08-10,214,1,1,1,1
2016-08-10,214,1,1,1,1
2016-08-10,214,1,1,1,1
2016-08-10,214,1,1,1,1
2016-08-10,214,1,1,1,1
2016-08-11,214,1,1,1,1
2016-08-11,214,1,1,1,1
2016-08-11,214,1,1,1,1
2016-08-11,214,1,1,1,1
2016-08-11,214,1,1,1,1
2016-08-12,214,1,1,1,1
2016-08-12,214,1,1,1,1
2016-08-12,214,1,1,1,1
2016-08-13,214,1,1,1,1
2016-08-13,214,1,1,1,1
2016-08-13,214,1,1,1,1
2016-08-13,214,1,1,1,1
2016-08-13,214,1,1,1,1
2016-08-13,214,1,1,1,1
2016-08-14,214,1,1,1,1
2016-08-14,214,1,1,1,1
2016-08-14,214,1,1,1,1
2016-08-15,214,1,1,1,1
2016-08-15,214,1,1,1,1
2016-08-16,214,1,1,1,1
2016-08-16,214,1,1,1,1
2016-08-16,214,1,1,1,1
2016-08-16,214,1,1,1,1
2016-08-16,214,1,1,1,1
2016-08-16,214,1,1,1,1
2016-08-16,214,1,1,1,1
2016-08-17,214,1,1,1,1
2016-08-17,214,1,1,1,1
2016-08-18,214,1,1,1,1
2016-08-18,214,1,1,1,1
2016-08-18,214,1,1,1,1
2016-08-18,214,1,1,1,1
2016-08-18,214,1,1,1,1
2016-08-18,214,1,1,1,1
2016-08-18,214,1,1,1,1
2016-08-19,214,1,1,1,1
2016-08-19,214,1,1,1,1
2016-08-19,214,1,1,1,1
2016-08-19,214,1,1,1,1
2016-08-20,214,1,1,1,1
2016-08-20,214,1,1,1,1
2016-08-20,214,1,1,1,1
2016-08-20,214,1,1,1,1
2016-08-20,214,1,1,1,1
2016-08-20,214,1,1,1,1
2016-08-20,214,1,1,1,1
2016-08-21,214,1,1,1,1
2016-08-21,214,1,1,1,1
2016-08-21,214,1,1,1,1
2016-08-21,214,1,1,1,1
2016-08-21,214,1,1,1,1
2016-08-21,214,1,1,1,1
2016-08-22,214,1,1,1,1
2016-08-22,214,1,1,1,1
2016-08-23,214,1,1,1,1
2016-08-23,214,1,1,1,1
2016-08-23,214,1,1,1,1
2016-08-23,214,1,1,1,1
2016-08-23,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-24,214,1,1,1,1
2016-08-25,214,1,1,1,1
2016-08-25,214,1,1,1,1
2016-08-25,214,1,1,1,1
2016-08-25,214,1,1,1,1
2016-08-26,214,1,1,1,1
2016-08-26,214,1,1,1,1
2016-08-26,214,1,1,1,1
2016-08-26,214,1,1,1,1
2016-08-27,214,1,1,1,1
2016-08-27,214,1,1,1,1
2016-08-28,214,1,1,1,1
2016-08-28,214,1,1,1,1
2016-08-28,214,1,1,1,1
2016-08-28,214,1,1,1,1
2016-08-29,214,1,1,1,1
2016-08-29,214,1,1,1,1
2016-08-29,214,1,1,1,1
2016-08-29,214,1,1,1,1
2016-08-29,214,1,1,1,1
2016-08-29,214,1,1,1,1
2016-08-30,214,1,1,1,1
2016-08-30,214,1,1,1,1
2016-08-30,214,1,1,1,1
2016-08-30,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-08-31,214,1,1,1,1
2016-09-01,214,1,1,1,1
2016-09-01,214,1,1,1,1
2016-09-01,214,1,1,1,1
2016-09-01,214,1,1,1,1
2016-09-01,214,1,1,1,1
2016-09-02,214,1,1,1,1
2016-09-02,214,1,1,1,1
2016-09-02,214,1,1,1,1
2016-09-02,214,1,1,1,1
2016-09-02,214,1,1,1,1
2016-09-02,214,1,1,1,1
2016-09-03,214,1,1,1,1
2016-09-03,214,1,1,1,1
2016-09-03,214,1,1,1,1
2016-09-03,214,1,1,1,1
2016-09-04,214,1,1,1,1
2016-09-04,214,1,1,1,1
2016-09-05,214,1,1,1,1
2016-09-05,214,1,1,1,1
2016-09-05,214,1,1,1,1
2016-09-05,214,1,1,1,1
2016-09-06,214,1,1,1,1
2016-09-06,214,1,1,1,1
2016-09-06,214,1,1,1,1
2016-09-07,214,1,1,1,1
2016-09-07,214,1,1,1,1
2016-09-07,214,1,1,1,1
2016-09-07,214,1,1,1,1
2016-09-08,214,1,1,1,1
2016-09-08,214,1,1,1,1
2016-09-08,214,1,1,1,1
2016-09-08,214,1,1,1,1
2016-09-09,214,1,1,1,1
2016-09-09,214,1,1,1,1
2016-09-09,214,1,1,1,1
2016-09-09,214,1,1,1,1
2016-09-10,214,1,1,1,1
2016-09-10,214,1,1,1,1
2016-09-10,214,1,1,1,1
2016-09-10,214,1,1,1,1
2016-09-10,214,1,1,1,1
2016-09-10,214,1,1,1,1
2016-09-10,214,1,1,1,1
2016-09-11,214,1,1,1,1
2016-09-11,214,1,1,1,1
2016-09-12,214,1,1,1,1
2016-09-12,214,1,1,1,1
2016-09-12,214,1,1,1,1
2016-09-12,214,1,1,1,1
2016-09-12,214,1,1,1,1
2016-09-12,214,1,1,1,1
2016-09-12,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-13,214,1,1,1,1
2016-09-14,214,1,1,1,1
2016-09-14,214,1,1,1,1
2016-09-14,214,1,1,1,1
2016-09-14,214,1,1,1,1
2016-09-14,214,1,1,1,1
2016-09-15,214,1,1,1,1
2016-09-15,214,1,1,1,1
2016-09-15,214,1,1,1,1
2016-09-15,214,1,1,1,1
2016-09-15,214,1,1,1,1
